Date,AAPL_Open,AAPL_High,AAPL_Low,AAPL_Close,AAPL_AdjClose,AAPL_Volume,SPY_Close,SPY_Volume,SPY_Open,SPY_High,SPY_Low,VIX_Open,VIX_High,VIX_Low,VIX_Close,GS10,AAPL_Return,SPY_Return,VIX_Change,SPY_Range,VIX_Range,AAPL_HL_Range,SPY_Lag1,AAPL_Lag1,VIX_Lag1,LogVolSPY,LogVolAAPL,AAPL_SMA5,AAPL_SMA20,AAPL_Dist_SMA20,AAPL_Vol20,SPY_Vol20,AAPL_Mom5,AAPL_Mom20,AAPL_Intraday,AAPL_SPY_Ratio,GS10_x_VIX,AAPL_Vol_Z,AAPL_Boll,DayOfWeek
2016-06-23,95.94000244140624,96.29000091552734,95.25,96.0999984741211,90.62474060058594,32240200,210.81,99651290.0,209.81,210.87,209.27,19.54,19.79,17.25,17.25,1.64,0.5755950736919146,1.302258529553102,-3.9200000000000017,0.7589772781177336,2.539999999999999,1.08220700524507,-0.16311648436000414,-0.37532223017019417,2.6900000000000013,18.417187549847867,17.288724679057406,95.5980010986328,97.86400032043457,-1.8025033112662805,0.8498158797814854,0.5366553132549973,-1.4864218680417318,-3.533431214025662,0.16676675906129237,0.455860720431294,28.29,-0.17782808818671766,-0.5349040359383458,3
2016-06-24,92.91000366210938,94.66000366210938,92.6500015258789,93.4000015258789,88.07858276367188,75311400,203.13,332774500.0,203.63,210.8463,202.72,26.06,26.24,19.48,25.76,1.64,-2.8095615171312316,-3.643090934965143,8.510000000000002,4.0005415251316965,6.759999999999998,2.152036513268734,1.302258529553102,0.5755950736919146,-3.9200000000000017,19.62297564137951,18.137142075733454,95.21200103759766,97.51350021362305,-4.218388919208817,1.0017746176928222,0.9826581927632648,-2.0245465940472163,-6.981378229822488,0.5273897798471001,0.45980407387327776,42.2464,3.1356025955095754,-1.1326872807462314,4
2016-06-27,93.0,93.0500030517578,91.5,92.04000091552734,86.7960433959961,45489600,199.6,247488400.0,201.59,201.6,198.65,24.38,26.72,22.93,23.85,1.64,-1.4561307952888236,-1.7378033771476398,-1.9100000000000001,1.4779559118236416,3.789999999999999,1.6840537117990286,-3.643090934965143,-2.8095615171312316,8.510000000000002,19.32687427018778,17.632994286366177,94.60000152587891,97.09800033569336,-5.209169501616075,1.0283215609647092,1.0340218222452162,-3.2176630995703337,-8.281014135477827,-1.032257080078125,0.4611222490757883,39.114,0.7681686226818251,-1.2240415507206155,0
2016-06-28,92.9000015258789,93.66000366210938,92.13999938964844,93.58999633789062,88.25775146484375,40444900,203.1997,158940500.0,201.48,203.23,201.12,21.76,22.07,18.75,18.75,1.64,1.6840722360796923,1.8034569138276613,-5.100000000000001,1.0383873598238507,3.3200000000000003,1.6241097680709624,-1.7378033771476398,-1.4561307952888236,-1.9100000000000001,18.884040476312556,17.515451111937622,94.13600006103516,96.78450012207031,-3.300635721784574,1.1310196438315512,1.1319721475675342,-2.418941961875143,-6.278794546503319,0.7427285260264594,0.46058137063140653,30.749999999999996,0.39065882200101426,-0.7604650385778662,1
2016-06-29,93.97000122070312,94.5500030517578,93.62999725341795,94.4000015258789,89.02159118652344,36531000,206.66,136758800.0,204.84,206.93,204.72,18.12,18.27,16.48,16.64,1.64,0.8654647427585482,1.7029060574400345,-2.1099999999999994,1.0693893351398471,1.7899999999999991,0.9745823977424751,1.8034569138276613,1.6840722360796923,-5.100000000000001,18.73372934820141,17.413671773157255,93.90599975585937,96.58150024414063,-2.258712810162698,1.130242790417983,1.2042559723440103,-1.2035599049180057,-4.123499488467919,0.45759316759596375,0.4567889360586418,27.2896,0.06230993750457057,-0.5130655047797421,2
2016-06-30,94.44000244140624,95.7699966430664,94.3000030517578,95.5999984741211,90.1532211303711,35836400,209.475,163408900.0,207.21,209.54,206.56,16.91,16.99,15.29,15.63,1.64,1.2711859322718677,1.3621407142165864,-1.0099999999999998,1.4226041293710419,1.6999999999999993,1.5376502246561594,1.7029060574400345,0.8654647427585482,-2.1099999999999994,18.911766206471132,17.394474694597353,93.80599975585938,96.47550010681152,-0.9074859749067175,1.1685387325129404,1.2445596003190726,-0.5202913714245749,-2.1694665576128536,1.2282888635401705,0.4563790355609075,25.6332,0.025557986168858318,-0.20658049276532067,3
2016-07-01,95.48999786376952,96.47000122070312,95.33000183105467,95.88999938964844,90.42669677734376,26026500,209.9208,105955800.0,209.36,210.49,209.29,15.59,15.86,14.61,14.77,1.5,0.3033453974730316,0.21281775868242647,-0.8600000000000012,0.5716441629414603,1.25,1.1888616090360695,1.3621407142165864,1.2711859322718677,-1.0099999999999998,18.47853258398346,17.074625807691973,94.30399932861329,96.37400016784667,-0.5022109462669311,1.170113977843103,1.2439315468313406,2.66595056005392,-2.0731197071658936,0.4188936378965903,0.4567913202962662,22.155,-0.7205489294642496,-0.11553104150781977,4
2016-07-05,95.38999938964844,95.4000015258789,94.45999908447266,94.98999786376952,89.57799530029297,27705200,208.41,109446800.0,208.95,209.08,207.71,16.05,16.62,15.49,15.58,1.5,-0.9385518959522998,-0.7197000011432975,0.8100000000000005,0.6573580922220644,1.1300000000000008,0.9895804427265703,0.21281775868242647,0.3033453974730316,-0.8600000000000012,18.51094914441117,17.137130679171083,94.89399871826171,96.19200019836425,-1.2495865894419544,1.1676426444308743,1.2477506281291668,3.205124857560171,-3.6905601652769904,-0.4193327690935366,0.4557842611379949,23.37,-0.6168098214334741,-0.2937571326391131,1
2016-07-06,94.5999984741211,95.66000366210938,94.37000274658205,95.52999877929688,90.08722686767578,30949100,209.66,95760950.0,207.83,209.8,207.06,15.87,17.04,14.96,14.96,1.5,0.5684784144540211,0.5997792812244995,-0.6199999999999992,1.3068778021558758,2.0799999999999983,1.3503621187179338,-0.7197000011432975,-0.9385518959522998,0.8100000000000005,18.377365539799705,17.24785447751214,95.28199920654296,96.01700019836426,-0.5072033265580811,1.1725104051858493,1.2557608593404248,2.0728737229588123,-3.5342825842099357,0.9830870192140578,0.45564246293664445,22.44,-0.4071503669820019,-0.1256983772183608,2
2016-07-07,95.6999969482422,96.5,95.62000274658205,95.94000244140624,90.47386932373048,25139600,209.526,85409500.0,209.87,210.6495,208.63,14.8,15.98,14.33,14.76,1.5,0.4291867665352944,-0.06391300200323524,-0.20000000000000107,0.9638421961952186,1.6500000000000004,0.9172370554768312,0.5997792812244995,0.5684784144540211,-0.6199999999999992,18.262967893789753,17.03995485010083,95.58999938964844,95.86700019836425,0.07614950180033825,1.180173435501316,1.2527973180538559,1.6313568756724628,-3.0321406165081166,0.2507894470402514,0.4578906791587022,22.14,-0.9073111734641816,0.020155530831086583,3
2016-07-08,96.48999786376952,96.88999938964844,96.0500030517578,96.68000030517578,91.17170715332033,28912100,212.65,133850900.0,211.05,212.94,210.7785,14.64,14.75,13.19,13.2,1.5,0.7713142311763788,1.490984412435692,-1.5600000000000005,1.0164589701387208,1.5600000000000005,0.8688418858493424,-0.06391300200323524,0.4291867665352944,-0.20000000000000107,18.712237051852743,17.17977075057961,95.80599975585938,95.7185001373291,1.0045081843814911,1.182303907230403,1.2995412528327661,1.129709046331251,-2.9804326896390676,0.19691413163312665,0.4546437822956773,19.799999999999997,-0.6128008431061324,0.3017693133727263,4
2016-07-11,96.75,97.6500015258789,96.7300033569336,96.9800033569336,91.4546127319336,23794900,213.4,73418870.0,213.19,214.07,212.95,13.25,13.67,13.0,13.54,1.5,0.31029974917275993,0.35269221725839905,0.33999999999999986,0.5248359887535167,0.6699999999999999,0.9486472851101806,1.490984412435692,0.7713142311763788,-1.5600000000000005,18.11169154501286,16.984981829964955,96.02400054931641,95.62600021362304,1.4159361892014553,1.1752140536380047,1.2808918394185114,1.1367233019325962,-1.871899665937038,0.23772956789001937,0.4544517495638875,20.31,-0.9783024318816124,0.46682176266448483,0
2016-07-12,97.16999816894533,97.6999969482422,97.12000274658205,97.41999816894533,91.86954498291016,24167500,214.95,100654900.0,214.53,215.3,213.4308,12.93,13.93,12.75,13.55,1.5,0.45370292277415736,0.7263355201499344,0.010000000000001563,0.8695975808327548,1.1799999999999997,0.5953543549183125,0.35269221725839905,0.31029974917275993,0.33999999999999986,18.42720839242195,17.000519313320897,96.51000061035157,95.63000030517578,1.8717953132461325,1.1315200596119195,1.2718377649708654,2.558164396067064,0.08218803581725442,0.25728105867135626,0.45322167094182525,20.325000000000003,-0.8742270062177588,0.6149870171453122,1
2016-07-13,97.41000366210938,97.66999816894533,96.83999633789062,96.87000274658205,91.35086059570312,25892200,214.92,87173840.0,215.44,215.45,214.35,13.32,13.79,12.92,13.04,1.5,-0.5645879570901569,-0.013956734124220826,-0.5100000000000016,0.5118183510143283,0.8699999999999992,0.856820282359275,0.7263355201499344,0.45370292277415736,0.010000000000001563,18.283414843870204,17.06945232301134,96.77800140380859,95.60050048828126,1.3279242805391023,1.138336806416659,1.2697902607468425,1.4027048931309904,-0.6053728128801228,-0.5543587878309253,0.45072586425917577,19.56,-0.706084797476023,0.4464225816571022,2
2016-07-14,97.38999938964844,98.98999786376952,97.31999969482422,98.79000091552734,93.16149139404295,38919000,216.12,90720450.0,216.4,216.67,215.66,12.5,13.37,12.14,12.82,1.5,1.982062113627192,0.5583472920156485,-0.21999999999999886,0.4673329631686058,1.2299999999999986,1.6904526302953156,-0.013956734124220826,-0.5645879570901569,-0.5100000000000016,18.323293358248876,17.47699312122126,97.3480010986328,95.6830005645752,3.247181142542948,1.220135326336722,1.2704115992630567,2.9706049630983777,1.6985809514579175,1.4375208282707024,0.45710716692359493,19.23,0.2711639529448489,0.9975560249784908,3
2016-07-15,98.91999816894533,99.3000030517578,98.5,98.77999877929688,93.15206146240234,30137000,215.83,103992200.0,216.78,217.0125,215.308,13.12,13.22,12.27,12.67,1.5,-0.010122134692680529,-0.1341847121969275,-0.15000000000000036,0.7897419265162378,0.9500000000000011,0.8098836420774178,0.5583472920156485,1.982062113627192,-0.21999999999999886,18.459826454293005,17.22126421070764,97.76800079345703,95.74450035095215,3.1704154465458405,1.2177945911235126,1.2724261291841281,2.1721126060119333,1.2608874311223373,-0.1415278934895924,0.45767501635220714,19.005,-0.408670752702387,0.9164754736657962,4
2016-07-18,98.6999969482422,100.12999725341795,98.5999984741211,99.83000183105467,94.1422348022461,36493900,216.4092,58340610.0,215.97,216.6,215.67,12.75,13.12,12.33,12.44,1.5,1.0629644951479778,0.2683593569012599,-0.23000000000000043,0.42974143428283396,0.7899999999999991,1.5326041783372137,-0.1341847121969275,-0.010122134692680529,-0.15000000000000036,17.881808978297077,17.412655681298396,98.33800048828125,95.96950035095215,4.022633717988536,1.1027474950519096,1.2471903069486134,2.93874858266574,4.720444680128066,1.1448884678335305,0.4613020233476889,18.66,0.20580738211414495,1.0232130144767053,0
2016-07-19,99.55999755859376,100.0,99.33999633789062,99.87000274658205,94.1799545288086,23779900,216.19,54247840.0,215.92,216.23,215.63,12.53,12.83,11.94,11.97,1.5,0.04006674224563689,-0.1012895939728975,-0.46999999999999886,0.2775336509551757,0.8900000000000006,0.6608627655534564,0.2683593569012599,1.0629644951479778,-0.23000000000000043,17.809073733923974,16.9843512440036,98.8280014038086,96.2080005645752,3.8063385170850674,1.0981145407727657,1.2456677064851491,2.5148887535267006,5.015777443738845,0.3113752466755885,0.4619547747193767,17.955000000000002,-0.8501801669895412,0.8871439942910221,1
2016-07-20,100.0,100.45999908447266,99.73999786376952,99.95999908447266,94.26483154296876,26276000,217.085,58004900.0,216.75,217.37,216.24,11.94,11.97,11.4,11.77,1.5,0.09012216515160709,0.41398769600815566,-0.20000000000000107,0.5205334316051295,0.5700000000000003,0.720289343034799,-0.1012895939728975,0.04006674224563689,-0.46999999999999886,17.876038047700845,17.0841665329945,99.44600067138671,96.41050033569336,3.6816516213692903,1.0893479590311967,1.2464444986748031,3.18983818548475,4.222703855409504,-0.04000091552734375,0.4604647906786404,17.655,-0.5893463483847072,0.797458553820775,2
2016-07-21,99.83000183105467,101.0,99.12999725341795,99.43000030517578,93.76502990722656,32702000,216.265,67610880.0,216.96,217.22,215.75,11.8,13.06,11.69,12.74,1.5,-0.5302100768242224,-0.37773222470461887,0.9700000000000006,0.6797216378054697,1.370000000000001,1.8807228611510958,0.41398769600815566,0.09012216515160709,-0.20000000000000107,18.029279474808217,17.302946796076668,99.57400054931641,96.60450019836426,2.924812095719905,1.0942875555777443,1.25074986391137,0.647838226254982,4.060698199367141,-0.40068267909663735,0.45976001805736383,19.11,-0.05454098402097511,0.6105481177002076,3
2016-07-22,99.26000213623048,99.3000030517578,98.30999755859376,98.66000366210938,93.03889465332033,28313700,217.24,62676500.0,216.41,217.3,216.1,12.8,12.88,11.97,12.02,1.5,-0.7744201165665876,0.4508357801771057,-0.7200000000000006,0.5523844595838782,0.9100000000000001,1.0034517093214421,-0.37773222470461887,-0.5302100768242224,0.9700000000000006,17.953497134709878,17.158856344415305,99.55000152587891,96.73250045776368,1.9926117853092233,1.111718912711341,1.225497360630303,-0.12147713977563868,2.663897220224909,-0.6044715506832585,0.45415210671197465,18.03,-0.41250090417285945,0.4092415043575462,4
2016-07-25,98.25,98.83999633789062,96.91999816894533,97.33999633789062,91.79408264160156,40382900,216.65,55742050.0,217.0,217.06,215.97,12.64,13.72,12.39,12.87,1.5,-1.3379479800970984,-0.27158902596207124,0.8499999999999996,0.5031156242787923,1.33,1.9724658323188353,0.4508357801771057,-0.7744201165665876,-0.7200000000000006,17.836245357239168,17.513916986001746,99.0520004272461,96.92950019836425,0.42349969687896966,0.9421740468759492,0.8493334435045555,-2.494245665123762,4.218409794051281,-0.9262123787372774,0.44929608279663336,19.305,1.3721693607157823,0.09234589327055832,0
2016-07-26,96.81999969482422,97.97000122070312,96.41999816894533,96.66999816894533,91.16226959228516,56239800,216.75,69685850.0,216.53,217.17,215.76,12.88,13.5,12.8,13.05,1.5,-0.6882938759606549,0.046157396722823485,0.1800000000000015,0.6505190311418669,0.6999999999999993,1.6033961737011055,-0.27158902596207124,-1.3379479800970984,0.8499999999999996,18.059507842208358,17.845135249272595,98.41199951171876,97.16100006103515,-0.505348742583327,0.8845471580062108,0.7020810778339018,-3.204169910515231,5.030418521689617,-0.15492824452767562,0.4459976847471526,19.575000000000003,3.0234753500853757,-0.12887565982636767,1
2016-07-27,104.2699966430664,104.3499984741211,102.75,102.9499969482422,97.08444213867188,92344800,216.52,83930010.0,217.19,217.27,215.62,12.61,13.74,12.5,12.83,1.5,6.496297835577258,-0.10611303344867373,-0.22000000000000064,0.7620543136892692,1.2400000000000002,1.5541510651287227,0.046157396722823485,-0.6882938759606549,0.1800000000000015,18.24549379520591,18.341039955498477,99.00999908447265,97.62900009155274,5.450221605977357,1.6331042243226594,0.629456369794131,2.991194368902317,10.00106953371267,-1.265943931448261,0.4754756925376048,19.245,3.6876525816001355,1.2554389927412617,2
2016-07-28,102.83000183105467,104.4499969482422,102.81999969482422,104.33999633789062,98.39525604248048,39869800,216.77,64786550.0,216.29,217.11,215.75,12.51,13.52,12.36,12.72,1.5,1.3501791584034528,0.11546277480141143,-0.10999999999999943,0.6273930894496533,1.1600000000000001,1.5621979208619698,-0.10611303344867373,6.496297835577258,-0.22000000000000064,17.98660857805019,17.501129703041972,99.99199829101562,98.12599983215333,6.332670766531272,1.642538606830205,0.5395417633347598,4.938143435225606,10.529655350997814,1.4684376932296554,0.4813396518793681,19.080000000000002,0.3292653081404655,1.2629094516944488,3
2016-07-29,104.19000244140624,104.5500030517578,103.68000030517578,104.20999908447266,98.2726821899414,27733700,217.12,79329720.0,216.46,217.54,216.13,12.85,12.9,11.77,11.87,1.5,-0.12457292909137108,0.16146145684365898,-0.8500000000000014,0.6494104642593941,1.1300000000000008,0.8348553442331312,0.11546277480141143,1.3501791584034528,-0.10999999999999943,18.189123395711892,17.138158838189774,101.10199737548828,98.5564998626709,5.736302760020258,1.6383315332905477,0.47055505994303204,5.625375244633979,9.006276932820544,0.01919247777891747,0.4799649920987134,17.805,-0.4150974571882864,1.0342681789485892,4
